*********************THIS FILE CONTAINS RAW DATA********************
Users of this data file should acknowledge the National Park Service.
NOTE: There are two parts to this file. Part I contains information on the sites selected.
Part II contains the actual data and begins on line 11.

Part I - Site Information
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME
ZION-DW,49-053-0130,MST,113.1506,37.1983,1213,Zion National Park - Dalton's Wash

Part II - Data
ABBR,PAR,DATE,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23,
ZION-DW,STP_DEGC,6/15/2004 12:00:00 AM,26,26,26,26,26,25,26,26,26,25,25,25,25,25,25,24,25,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/16/2004 12:00:00 AM,26,26,25,25,24,24,24,25,26,26,26,25,25,25,24,24,24,25,25,25,25,25,25,26,
ZION-DW,STP_DEGC,6/17/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,6/18/2004 12:00:00 AM,26,25,25,24,23,23,23,26,26,26,26,25,25,25,25,24,24,24,24,25,25,26,25,26,
ZION-DW,STP_DEGC,6/19/2004 12:00:00 AM,26,26,25,25,24,24,24,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/20/2004 12:00:00 AM,26,26,26,25,25,24,24,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/21/2004 12:00:00 AM,26,26,26,25,25,25,25,26,26,26,26,25,25,25,25,25,-999,-999,-999,-999,-999,-999,-999,-999,
ZION-DW,STP_DEGC,6/22/2004 12:00:00 AM,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/23/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,25,25,25,25,24,24,24,24,24,24,24,25,25,25,
ZION-DW,STP_DEGC,6/24/2004 12:00:00 AM,25,26,26,27,27,26,27,26,26,25,25,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,6/25/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/26/2004 12:00:00 AM,25,26,26,26,26,26,26,26,26,26,25,25,25,24,24,25,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/27/2004 12:00:00 AM,26,26,26,27,27,27,26,26,26,25,25,25,25,25,24,24,25,25,25,25,25,26,25,26,
ZION-DW,STP_DEGC,6/28/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,6/29/2004 12:00:00 AM,26,26,26,26,27,26,26,26,26,25,25,25,25,24,25,24,24,24,24,24,24,25,25,25,
ZION-DW,STP_DEGC,6/30/2004 12:00:00 AM,26,26,26,25,25,24,24,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,7/1/2004 12:00:00 AM,26,25,24,24,23,22,22,24,26,26,26,25,25,25,24,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,7/2/2004 12:00:00 AM,26,26,26,25,25,24,24,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/3/2004 12:00:00 AM,26,26,26,26,25,24,24,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,7/4/2004 12:00:00 AM,26,26,25,25,24,23,23,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/5/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/6/2004 12:00:00 AM,25,26,27,27,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/7/2004 12:00:00 AM,26,26,27,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/8/2004 12:00:00 AM,26,26,26,27,27,26,26,26,26,25,25,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,7/9/2004 12:00:00 AM,26,26,27,26,26,25,25,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,7/10/2004 12:00:00 AM,26,26,27,26,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,7/11/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,24,25,25,25,
ZION-DW,STP_DEGC,7/12/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/13/2004 12:00:00 AM,25,25,25,25,25,26,26,26,26,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/14/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/15/2004 12:00:00 AM,25,25,26,26,26,26,26,26,26,26,26,25,25,25,24,24,25,25,25,25,25,25,25,26,
ZION-DW,STP_DEGC,7/16/2004 12:00:00 AM,26,26,27,27,26,26,26,26,26,26,26,26,25,25,24,24,24,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,7/17/2004 12:00:00 AM,26,25,26,26,26,26,26,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/18/2004 12:00:00 AM,25,23,20,20,20,20,20,20,21,22,23,23,23,23,22,22,22,22,22,22,21,20,20,20,
ZION-DW,STP_DEGC,7/19/2004 12:00:00 AM,20,20,20,20,19,20,20,20,21,23,23,24,24,24,23,23,23,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/20/2004 12:00:00 AM,25,25,26,26,25,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,24,25,25,25,
ZION-DW,STP_DEGC,7/21/2004 12:00:00 AM,25,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/22/2004 12:00:00 AM,25,26,26,26,27,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/23/2004 12:00:00 AM,25,25,25,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/24/2004 12:00:00 AM,25,25,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,7/25/2004 12:00:00 AM,25,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,25,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/26/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,25,25,25,25,26,
ZION-DW,STP_DEGC,7/27/2004 12:00:00 AM,26,26,26,26,27,27,26,26,26,26,26,25,25,25,24,24,24,24,25,26,25,26,25,26,
ZION-DW,STP_DEGC,7/28/2004 12:00:00 AM,26,25,25,24,24,23,23,25,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/29/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,7/30/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,7/31/2004 12:00:00 AM,26,26,27,27,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,8/1/2004 12:00:00 AM,25,25,25,25,25,26,26,26,25,25,25,25,25,25,24,24,24,24,25,25,26,25,25,26,
ZION-DW,STP_DEGC,8/2/2004 12:00:00 AM,26,26,27,26,26,26,26,26,26,26,26,25,25,25,24,25,25,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,8/3/2004 12:00:00 AM,26,26,26,27,27,27,27,26,26,26,25,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,8/4/2004 12:00:00 AM,25,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,24,24,25,25,
ZION-DW,STP_DEGC,8/5/2004 12:00:00 AM,25,25,26,26,26,26,27,26,26,26,26,25,25,25,24,24,25,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,8/6/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,26,26,25,26,
ZION-DW,STP_DEGC,8/7/2004 12:00:00 AM,26,26,26,26,25,25,24,26,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,8/8/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,8/9/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,-999,-999,25,24,24,25,25,25,25,
ZION-DW,STP_DEGC,8/10/2004 12:00:00 AM,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,8/11/2004 12:00:00 AM,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,25,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,8/12/2004 12:00:00 AM,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,25,25,25,25,25,25,26,
ZION-DW,STP_DEGC,8/13/2004 12:00:00 AM,26,26,26,26,27,27,26,26,26,26,26,26,25,25,25,24,24,25,25,25,25,25,25,25,
ZION-DW,STP_DEGC,8/14/2004 12:00:00 AM,26,26,26,27,27,27,26,26,26,26,26,25,25,25,25,25,25,24,24,25,26,25,25,26,
ZION-DW,STP_DEGC,8/15/2004 12:00:00 AM,26,26,26,27,27,26,27,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,26,26,
ZION-DW,STP_DEGC,8/16/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,25,26,25,25,25,26,26,
ZION-DW,STP_DEGC,8/17/2004 12:00:00 AM,25,24,24,23,23,22,22,23,26,26,26,26,25,25,25,24,25,24,25,25,26,26,26,26,
ZION-DW,STP_DEGC,8/18/2004 12:00:00 AM,26,25,25,24,24,23,23,25,26,26,26,26,26,25,25,25,25,25,25,26,26,25,26,25,
ZION-DW,STP_DEGC,8/19/2004 12:00:00 AM,25,25,25,24,24,24,24,26,26,26,26,26,25,25,25,24,25,26,25,26,26,26,26,26,
ZION-DW,STP_DEGC,8/20/2004 12:00:00 AM,26,26,25,25,24,24,24,25,26,26,26,26,25,25,25,24,24,24,25,25,25,26,26,26,
ZION-DW,STP_DEGC,8/21/2004 12:00:00 AM,26,26,26,25,25,24,24,26,26,26,26,26,26,25,25,24,24,24,25,25,25,25,25,26,
ZION-DW,STP_DEGC,8/22/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,26,
ZION-DW,STP_DEGC,8/23/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,26,26,25,25,25,24,25,25,25,26,26,26,26,26,
ZION-DW,STP_DEGC,8/24/2004 12:00:00 AM,26,26,26,25,25,24,23,25,26,26,26,26,25,25,24,24,24,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,8/25/2004 12:00:00 AM,26,26,25,25,24,23,23,24,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,8/26/2004 12:00:00 AM,26,26,26,26,26,26,25,26,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,26,
ZION-DW,STP_DEGC,8/27/2004 12:00:00 AM,26,26,26,26,25,24,24,26,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,8/28/2004 12:00:00 AM,26,26,26,25,25,24,24,25,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,8/29/2004 12:00:00 AM,26,26,25,24,24,23,22,24,26,26,26,26,25,25,24,24,24,24,24,24,25,25,26,26,
ZION-DW,STP_DEGC,8/30/2004 12:00:00 AM,26,26,26,25,25,24,24,25,26,26,26,26,25,25,24,24,24,24,24,24,25,25,25,26,
ZION-DW,STP_DEGC,8/31/2004 12:00:00 AM,26,27,26,26,26,25,25,26,26,26,26,25,25,25,24,24,24,24,24,24,25,25,25,25,
ZION-DW,STP_DEGC,9/1/2004 12:00:00 AM,26,27,26,26,26,25,25,26,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,26,
ZION-DW,STP_DEGC,9/2/2004 12:00:00 AM,27,27,26,26,26,25,24,26,26,26,26,25,25,25,24,24,24,24,25,25,25,25,25,25,
ZION-DW,STP_DEGC,9/3/2004 12:00:00 AM,25,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,24,24,24,23,
ZION-DW,STP_DEGC,9/4/2004 12:00:00 AM,22,22,22,21,21,21,22,23,26,26,26,26,26,25,25,24,24,24,24,25,25,25,24,24,
ZION-DW,STP_DEGC,9/5/2004 12:00:00 AM,23,22,22,21,21,21,21,22,25,27,26,26,26,25,25,24,24,24,24,25,26,26,26,25,
ZION-DW,STP_DEGC,9/6/2004 12:00:00 AM,25,24,24,23,23,22,21,23,26,26,26,26,25,25,24,24,24,24,24,25,25,25,26,26,
ZION-DW,STP_DEGC,9/7/2004 12:00:00 AM,26,26,26,25,24,24,23,25,27,26,26,25,25,25,24,24,24,24,24,24,25,26,26,26,
ZION-DW,STP_DEGC,9/8/2004 12:00:00 AM,26,26,25,25,24,24,23,25,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,26,
ZION-DW,STP_DEGC,9/9/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,25,25,26,26,26,25,
ZION-DW,STP_DEGC,9/10/2004 12:00:00 AM,25,24,24,23,23,22,22,23,26,26,26,26,26,25,24,24,24,24,24,24,25,26,25,26,
ZION-DW,STP_DEGC,9/11/2004 12:00:00 AM,26,26,26,25,25,24,24,25,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,
ZION-DW,STP_DEGC,9/12/2004 12:00:00 AM,26,26,26,26,25,25,24,26,26,26,26,25,25,25,24,24,24,24,24,25,25,25,25,25,
ZION-DW,STP_DEGC,9/13/2004 12:00:00 AM,26,26,26,26,26,25,25,26,26,26,26,26,26,25,24,24,24,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,9/14/2004 12:00:00 AM,26,26,25,25,24,24,23,25,27,26,26,26,25,25,24,24,24,24,24,25,25,26,26,26,
ZION-DW,STP_DEGC,9/15/2004 12:00:00 AM,26,26,26,25,24,24,23,24,27,26,26,26,25,25,24,24,24,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,9/16/2004 12:00:00 AM,26,25,25,24,23,23,22,23,26,26,26,26,25,25,24,24,24,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,9/17/2004 12:00:00 AM,26,26,25,24,24,23,23,24,26,26,26,26,25,25,24,24,24,24,24,25,26,26,26,26,
ZION-DW,STP_DEGC,9/18/2004 12:00:00 AM,27,26,27,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,25,25,26,25,26,
ZION-DW,STP_DEGC,9/19/2004 12:00:00 AM,26,26,25,24,23,23,23,23,25,26,26,26,26,25,24,24,24,24,25,25,25,25,24,23,
ZION-DW,STP_DEGC,9/20/2004 12:00:00 AM,22,22,22,22,22,20,20,22,26,27,26,26,26,25,25,24,24,24,24,24,23,22,22,21,
ZION-DW,STP_DEGC,9/21/2004 12:00:00 AM,20,20,20,19,20,20,20,23,26,27,27,27,27,26,25,25,25,25,25,24,23,22,22,21,
ZION-DW,STP_DEGC,9/22/2004 12:00:00 AM,21,20,20,20,18,19,18,19,22,26,27,27,26,26,25,24,24,24,25,25,24,23,22,21,
ZION-DW,STP_DEGC,9/23/2004 12:00:00 AM,20,20,19,18,20,18,18,20,23,27,26,26,26,25,25,24,24,24,25,26,25,25,25,24,
ZION-DW,STP_DEGC,9/24/2004 12:00:00 AM,24,23,23,22,21,21,20,21,25,27,26,26,26,25,25,24,24,24,25,26,26,26,26,26,
ZION-DW,STP_DEGC,9/25/2004 12:00:00 AM,26,25,24,23,22,22,21,22,26,27,26,26,26,25,25,24,24,24,24,26,26,26,26,26,
ZION-DW,STP_DEGC,9/26/2004 12:00:00 AM,26,25,25,24,23,22,22,23,26,27,26,26,26,25,25,24,24,24,24,26,26,26,26,26,
ZION-DW,STP_DEGC,9/27/2004 12:00:00 AM,25,25,24,23,23,22,22,22,25,27,26,26,26,25,25,24,24,24,24,26,27,26,26,26,
ZION-DW,STP_DEGC,9/28/2004 12:00:00 AM,26,25,24,24,23,22,22,22,23,27,26,26,26,26,26,25,24,25,24,24,23,22,22,21,
ZION-DW,STP_DEGC,9/29/2004 12:00:00 AM,21,20,20,19,19,19,19,19,21,24,23,25,27,26,24,22,21,20,19,19,18,18,18,18,
ZION-DW,STP_DEGC,9/30/2004 12:00:00 AM,20,19,18,18,18,18,19,20,23,27,27,26,26,25,25,24,24,24,25,25,25,25,25,24,
ZION-DW,STP_DEGC,10/1/2004 12:00:00 AM,23,22,21,20,20,19,19,19,22,26,27,26,26,26,25,24,24,24,25,25,25,24,24,24,
ZION-DW,STP_DEGC,10/2/2004 12:00:00 AM,23,22,21,21,20,19,19,20,23,27,27,26,26,25,25,24,24,24,25,25,25,25,25,25,
ZION-DW,STP_DEGC,10/3/2004 12:00:00 AM,24,24,24,23,23,22,22,22,23,26,26,26,26,25,25,25,24,24,24,26,26,25,26,25,
ZION-DW,STP_DEGC,10/4/2004 12:00:00 AM,24,23,23,22,22,21,20,21,25,27,26,26,26,25,25,25,26,26,26,25,25,24,24,23,
ZION-DW,STP_DEGC,10/5/2004 12:00:00 AM,22,22,21,20,19,18,18,21,22,25,27,26,26,25,25,24,24,24,25,25,25,24,24,23,
ZION-DW,STP_DEGC,10/6/2004 12:00:00 AM,23,22,21,20,19,18,18,19,22,26,26,26,26,25,25,24,24,24,25,26,26,25,25,24,
ZION-DW,STP_DEGC,10/7/2004 12:00:00 AM,23,22,21,20,19,18,18,18,21,26,27,26,26,25,24,24,24,24,25,25,25,24,24,23,
ZION-DW,STP_DEGC,10/8/2004 12:00:00 AM,23,22,21,20,20,19,18,19,22,26,26,26,26,25,24,24,24,24,25,26,26,26,26,25,
ZION-DW,STP_DEGC,10/9/2004 12:00:00 AM,25,24,24,23,22,21,20,21,24,27,26,26,25,25,24,24,24,25,25,26,26,26,26,26,
ZION-DW,STP_DEGC,10/10/2004 12:00:00 AM,27,27,26,26,25,24,24,24,24,23,23,26,26,25,25,25,25,25,24,24,23,23,22,22,
ZION-DW,STP_DEGC,10/11/2004 12:00:00 AM,22,21,21,20,20,19,19,19,21,24,27,26,26,25,26,26,25,25,25,24,24,23,23,22,
ZION-DW,STP_DEGC,10/12/2004 12:00:00 AM,22,22,21,20,20,19,18,20,22,27,26,26,26,25,24,24,24,24,25,26,26,26,26,26,
ZION-DW,STP_DEGC,10/13/2004 12:00:00 AM,26,25,25,24,23,23,22,22,27,27,27,26,26,25,24,24,24,24,25,26,26,26,26,25,
ZION-DW,STP_DEGC,10/14/2004 12:00:00 AM,24,23,22,22,21,20,19,20,23,26,27,26,26,25,25,24,24,24,25,26,26,26,25,24,
ZION-DW,STP_DEGC,10/15/2004 12:00:00 AM,24,23,22,22,21,20,20,20,24,27,27,26,26,25,25,24,24,24,25,26,26,26,26,25,
ZION-DW,STP_DEGC,10/16/2004 12:00:00 AM,24,23,22,21,20,20,19,20,22,25,27,26,26,25,25,25,25,24,25,25,25,25,25,24,
ZION-DW,STP_DEGC,10/17/2004 12:00:00 AM,24,24,24,23,23,23,23,24,24,26,27,26,26,26,27,27,26,26,25,25,24,24,24,23,
ZION-DW,STP_DEGC,10/18/2004 12:00:00 AM,23,23,23,23,23,23,22,22,22,23,24,24,25,25,26,25,24,24,23,22,22,22,22,22,
ZION-DW,STP_DEGC,10/19/2004 12:00:00 AM,21,21,20,20,20,20,20,20,21,22,23,24,24,25,24,22,21,20,19,18,18,18,18,18,
ZION-DW,STP_DEGC,10/20/2004 12:00:00 AM,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,18,18,18,18,18,18,17,
ZION-DW,STP_DEGC,10/21/2004 12:00:00 AM,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,16,15,
ZION-DW,STP_DEGC,10/22/2004 12:00:00 AM,15,14,14,14,13,13,15,16,17,17,19,18,19,20,20,21,21,19,18,19,18,17,16,17,
ZION-DW,STP_DEGC,10/23/2004 12:00:00 AM,16,16,17,16,15,14,13,13,17,20,24,26,27,26,26,25,25,24,22,21,20,19,19,18,
ZION-DW,STP_DEGC,10/24/2004 12:00:00 AM,18,18,18,17,17,17,16,16,17,19,22,25,26,26,25,24,25,25,24,22,21,21,20,19,
ZION-DW,STP_DEGC,10/25/2004 12:00:00 AM,19,18,17,17,16,16,16,16,16,18,21,24,25,26,26,25,25,25,23,21,20,19,19,18,
ZION-DW,STP_DEGC,10/26/2004 12:00:00 AM,17,16,16,15,14,14,14,16,22,24,25,26,27,27,28,28,28,27,27,26,26,27,27,26,
ZION-DW,STP_DEGC,10/27/2004 12:00:00 AM,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,25,24,24,
ZION-DW,STP_DEGC,10/28/2004 12:00:00 AM,24,23,24,24,24,24,23,24,25,25,25,26,25,26,26,26,26,25,25,25,25,24,25,25,
ZION-DW,STP_DEGC,10/29/2004 12:00:00 AM,25,25,25,25,25,25,25,25,25,26,26,27,27,27,26,26,26,26,25,25,25,25,25,25,
ZION-DW,STP_DEGC,10/30/2004 12:00:00 AM,22,20,20,20,19,19,19,20,20,21,22,25,27,26,26,26,25,24,22,20,19,20,20,19,
ZION-DW,STP_DEGC,10/31/2004 12:00:00 AM,19,19,19,19,19,19,19,20,20,22,23,25,25,25,26,25,24,22,21,20,20,20,20,19,
ZION-DW,STP_DEGC,11/1/2004 12:00:00 AM,19,19,19,19,19,19,19,19,20,20,21,22,22,22,22,22,21,20,20,20,20,20,20,20,
ZION-DW,STP_DEGC,11/2/2004 12:00:00 AM,19,20,19,19,19,19,19,20,20,22,27,27,27,26,25,25,25,23,22,22,21,21,21,20,
ZION-DW,STP_DEGC,11/3/2004 12:00:00 AM,20,20,20,20,21,24,24,24,24,25,25,26,26,26,27,27,26,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/4/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,24,25,25,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/5/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/6/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/7/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/8/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/9/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,27,27,27,26,27,26,24,23,23,22,23,22,22,
ZION-DW,STP_DEGC,11/10/2004 12:00:00 AM,22,22,22,21,21,21,23,24,24,25,25,26,25,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/11/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/12/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,25,26,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/13/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/14/2004 12:00:00 AM,24,24,24,24,24,24,24,24,24,25,26,26,26,28,27,27,26,25,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/15/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,25,26,26,26,25,25,25,24,24,24,24,24,24,24,24,
ZION-DW,STP_DEGC,11/16/2004 12:00:00 AM,24,24,24,24,24,24,24,24,25,27,28,30,29,28,27,27,26,25,24,23,23,23,22,22,
ZION-DW,STP_DEGC,11/17/2004 12:00:00 AM,22,22,22,21,21,21,21,21,23,26,29,30,30,29,28,27,27,26,25,24,24,24,24,23,
ZION-DW,STP_DEGC,11/18/2004 12:00:00 AM,23,22,22,22,22,22,22,21,23,26,28,30,30,29,28,28,27,26,24,24,23,24,23,22,
ZION-DW,STP_DEGC,11/19/2004 12:00:00 AM,22,22,22,21,21,21,21,21,23,25,27,29,29,28,27,26,26,24,24,23,23,23,23,22,
ZION-DW,STP_DEGC,11/20/2004 12:00:00 AM,22,22,22,22,22,22,21,21,23,24,26,28,26,26,26,25,24,23,22,22,21,22,22,21,
ZION-DW,STP_DEGC,11/21/2004 12:00:00 AM,21,21,21,21,21,21,21,20,20,20,20,20,21,21,21,21,21,21,21,21,21,22,22,22,
ZION-DW,STP_DEGC,11/22/2004 12:00:00 AM,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,21,21,22,22,22,
ZION-DW,STP_DEGC,11/23/2004 12:00:00 AM,22,22,22,22,22,22,21,21,18,21,23,26,28,29,28,27,25,24,23,23,22,22,22,22,
ZION-DW,STP_DEGC,11/24/2004 12:00:00 AM,22,22,21,21,21,21,21,21,22,25,27,28,29,29,28,27,26,24,23,23,22,23,22,22,
ZION-DW,STP_DEGC,11/25/2004 12:00:00 AM,22,21,21,21,21,21,21,21,22,23,25,26,27,27,27,27,26,24,24,23,23,23,23,22,
ZION-DW,STP_DEGC,11/26/2004 12:00:00 AM,22,22,22,22,22,22,22,22,24,27,28,28,30,29,28,28,26,24,24,23,23,23,22,22,
ZION-DW,STP_DEGC,11/27/2004 12:00:00 AM,22,22,22,22,22,22,22,22,22,24,24,25,25,25,25,25,25,24,24,24,23,23,22,22,
ZION-DW,STP_DEGC,11/28/2004 12:00:00 AM,22,22,21,21,21,21,21,21,21,24,25,26,25,25,23,22,22,21,21,20,20,21,20,20,
ZION-DW,STP_DEGC,11/29/2004 12:00:00 AM,20,20,20,20,20,20,20,20,21,22,22,24,25,25,24,22,22,21,20,20,20,21,20,20,
ZION-DW,STP_DEGC,11/30/2004 12:00:00 AM,20,20,19,19,19,19,19,19,20,23,25,27,28,27,26,24,23,22,21,21,20,22,21,20,
